Block number,Repetition per block,Trial duration,Light window,Stim window,Reponse delay,Response window,Motor for target only,Light for first task,Switch task
10.0,1.0,5.0,0.0 2.0,1.0 2.0,0.5,2.5 5.0,0,Blue,0
